state,year,cigsale,lnincome,beer,age15to24,retprice
South Carolina,1991,121.5,9.810625,23.8,,129
South Carolina,1992,112.8000031,9.825443,23.8,,151.8999939
South Carolina,1993,115.1999969,9.834693,24.2,,164.5
South Carolina,1994,112.1999969,9.867614,24.7,,139.1000061
South Carolina,1995,109.1999969,9.909873,24.9,,140
South Carolina,1996,102.9000015,9.926654,25.4,,149.5
South Carolina,1997,124.5,9.936011,25.6,,153.8999939
South Carolina,1998,126.9000015,,,,165.3000031
South Carolina,1999,109.4000015,,,,179.6000061
South Carolina,2000,103.9000015,,,,255.3000031
South Dakota,1970,92.69999695,,,0.17867868,38.5
South Dakota,1971,96.69999695,,,0.18049243,38.5
South Dakota,1972,103,9.630849,,0.18230619,39.09999847
South Dakota,1973,103.5,9.808781,,0.18411994,39.59999847
South Dakota,1974,108.4000015,9.697824,,0.1859337,40.40000153
South Dakota,1975,113.5,9.694462,,0.18774745,42.79999924
South Dakota,1976,116.6999969,9.623668,,0.18956119,45
South Dakota,1977,115.5999985,9.678478,,0.19137494,46.40000153
South Dakota,1978,116.9000015,9.756708,,0.1931887,53.20000076
South Dakota,1979,117.4000015,9.752883,,0.19500245,54.09999847
South Dakota,1980,114.6999969,9.616186,,0.1968162,58.79999924
South Dakota,1981,115.6999969,9.665717,,0.19100963,62.29999924
South Dakota,1982,113,9.649113,,0.18520303,68
South Dakota,1983,109.8000031,9.655467,,0.17939645,78.80000305
South Dakota,1984,105.6999969,9.721091,21.7,0.17358987,89.80000305
South Dakota,1985,104.4000015,9.719058,20.9,0.16778329,92.30000305
South Dakota,1986,97,9.753733,21.2,0.1619767,108.5
South Dakota,1987,95.80000305,9.779507,21.5,0.15617011,113.6999969
South Dakota,1988,91.90000153,9.765355,21,0.15036353,124.6999969
South Dakota,1989,87.40000153,9.814281,21.6,0.14455694,130.1000061
South Dakota,1990,88.30000305,9.861736,23.4,0.13875036,138.8999939
South Dakota,1991,91.80000305,9.869862,23.5,,150.3000031
South Dakota,1992,93,9.896075,23.6,,163
South Dakota,1993,91.59999847,9.902386,23.5,,180.3000031
South Dakota,1994,94.80000305,9.972072,24.3,,154.3999939
South Dakota,1995,98.59999847,9.924325,23.7,,162.1000061
South Dakota,1996,92.30000305,9.987908,24.3,,171.1999969
South Dakota,1997,88.80000305,9.955563,24.1,,181.6999969
South Dakota,1998,88.30000305,,,,192.8000031
South Dakota,1999,83.5,,,,207.8999939
South Dakota,2000,75.09999847,,,,272.8999939
Tennessee,1970,99.80000305,,,0.17804381,39.90000153
Tennessee,1971,106.3000031,,,0.17881927,41.59999847
Tennessee,1972,111.5,9.569716,,0.17959471,41.59999847
Tennessee,1973,109.6999969,9.630975,,0.18037015,40.79999924
Tennessee,1974,114.8000031,9.609496,,0.18114561,42.5
Tennessee,1975,117.4000015,9.584546,,0.18192106,45.29999924
Tennessee,1976,121.6999969,9.63203,,0.1826965,48.29999924
Tennessee,1977,124.5999985,9.655991,,0.18347195,49.59999847
Tennessee,1978,127.3000031,9.700672,,0.1842474,54.79999924
Tennessee,1979,127.1999969,9.690542,,0.18502286,57.29999924
Tennessee,1980,130.3999939,9.657698,,0.1857983,60.29999924
Tennessee,1981,129.1000061,9.655215,,0.18210523,63.70000076
Tennessee,1982,131.3999939,9.642689,,0.17841215,68.30000305
Tennessee,1983,129,9.672341,,0.17471907,79.09999847
Tennessee,1984,125.0999985,9.729241,19.7,0.17102599,88.30000305
Tennessee,1985,128.6999969,9.757005,19.8,0.16733292,92.5
Tennessee,1986,129,9.814326,20.9,0.16363984,98.80000305
Tennessee,1987,130.6000061,9.84234,21,0.15994677,103.5
Tennessee,1988,125.3000031,9.864699,21.5,0.15625368,112.0999985
Tennessee,1989,124.6999969,9.878853,21.1,0.1525606,121.5
Tennessee,1990,121.8000031,9.879503,21.9,0.14886753,135
Tennessee,1991,120.5999985,9.874686,21.4,,137.3999939
Tennessee,1992,121,9.911444,21.7,,163.8999939
Tennessee,1993,120.8000031,9.925889,21.6,,170.1999969
Tennessee,1994,118.8000031,9.96069,21.5,,150.3000031
Tennessee,1995,125.4000015,10.026259,21.4,,153
Tennessee,1996,119.1999969,10.034496,21.5,,155.8999939
Tennessee,1997,118.9000015,10.03078,21.3,,161.1000061
Tennessee,1998,119.6999969,,,,167.6999969
Tennessee,1999,115.5999985,,,,189.5
Tennessee,2000,108.6999969,,,,261.2000122
Texas,1970,106.4000015,,,0.18314135,40.40000153
Texas,1971,108.9000015,,,0.18430856,42
Texas,1972,108.5999985,9.675209,,0.18547577,46.90000153
Texas,1973,110.4000015,9.725444,,0.18664297,46.40000153
Texas,1974,114.6999969,9.722986,,0.18781018,47.5
Texas,1975,116,9.734613,,0.18897739,50.59999847
Texas,1976,121.4000015,9.780997,,0.19014458,53.29999924
Texas,1977,124.1999969,9.812738,,0.19131179,53.29999924
Texas,1978,126.5999985,9.863807,,0.192479,59.09999847
Texas,1979,126.4000015,9.877561,,0.19364621,62.20000076
Texas,1980,129.6999969,9.86858,,0.19481342,63.70000076
Texas,1981,129,9.898189,,0.19055006,66.90000153
Texas,1982,131.1999969,9.887209,,0.18628672,73.80000305
Texas,1983,126.4000015,9.880212,,0.18202336,84.09999847
Texas,1984,117.1999969,9.909603,29.8,0.17776,93.80000305
Texas,1985,115.9000015,9.928036,29.1,0.17349666,102.0999985
Texas,1986,113.6999969,9.8984,29,0.1692333,105.5
Texas,1987,105.8000031,9.88912,27.5,0.16496995,114.4000015
Texas,1988,96.5,9.905223,27.5,0.1607066,128
Texas,1989,94.5,9.919108,27.6,0.15644325,137
Texas,1990,85.59999847,9.930641,29,0.1521799,145.6999969
Texas,1991,79.40000153,9.930667,27.7,,173.6000061
Texas,1992,77.19999695,9.957264,28.5,,186
Texas,1993,81.30000305,9.964247,28.1,,204.6000061
Texas,1994,78.80000305,9.974076,28.3,,177.6999969
Texas,1995,75.19999695,10.031839,27.1,,185
Texas,1996,74.59999847,10.052818,27.1,,188.3999939
Texas,1997,72.59999847,10.070798,27,,189.8000031
Texas,1998,73.19999695,,,,201.8000031
Texas,1999,67.59999847,,,,225
Texas,2000,69.30000305,,,,292.2999878
Utah,1970,65.5,,,0.20207743,34.59999847
Utah,1971,67.69999695,,,0.20206134,36.59999847
Utah,1972,71.30000305,9.601122,,0.20204525,37.20000076
Utah,1973,72.69999695,9.626667,,0.20202915,36.5
Utah,1974,75.59999847,9.612169,,0.20201306,37.79999924
Utah,1975,75.80000305,9.601021,,0.20199697,40.5
Utah,1976,77.90000153,9.64516,,0.20198087,43.40000153
Utah,1977,78,9.673471,,0.20196478,44.70000076
Utah,1978,79.59999847,9.70817,,0.20194869,49.5
Utah,1979,79.09999847,9.694103,,0.2019326,53.70000076
Utah,1980,74.80000305,9.654541,,0.2019165,57.20000076
Utah,1981,77.59999847,9.640061,,0.198395,62.70000076
Utah,1982,73.59999847,9.628076,,0.1948735,68.09999847
Utah,1983,69,9.643308,,0.191352,82
Utah,1984,66.30000305,9.678898,13.4,0.1878305,95.30000305
Utah,1985,66.5,9.697767,13.8,0.184309,104.5999985
Utah,1986,64.40000153,9.715573,13.7,0.1807875,103.5
Utah,1987,67.69999695,9.719886,13,0.177266,108.5999985
Utah,1988,55,9.7291565,12.8,0.1737445,122.9000015
Utah,1989,57,9.74602,12.7,0.170223,135.6000061
Utah,1990,53.40000153,9.755159,12.7,0.1667015,151.8999939
Utah,1991,53.5,9.762184,13.2,,167.1000061
Utah,1992,55,9.783387,13,,170.1000061
Utah,1993,56.20000076,9.793717,21.9,,180.1000061
Utah,1994,55.79999924,9.836629,12.9,,160.3999939
Utah,1995,52,9.872345,12.8,,168.8000031
Utah,1996,54,9.904766,13.2,,174.8999939
Utah,1997,57,9.91558,13,,186.1999969
Utah,1998,42.29999924,,,,222.6999969
Utah,1999,43.90000153,,,,243.6999969
Utah,2000,40.70000076,,,,312.8999939
Vermont,1970,122.5999985,,,0.17977528,37.70000076
Vermont,1971,124.4000015,,,0.18136722,39.5
Vermont,1972,138,9.673069,,0.18295917,40
Vermont,1973,146.8000031,9.699159,,0.18455112,39.79999924
Vermont,1974,151.8000031,9.661792,,0.18614306,41.29999924
Vermont,1975,155.5,9.637124,,0.18773499,41.79999924
Vermont,1976,171.1000061,9.680714,,0.18932694,47.09999847
Vermont,1977,169.3999939,9.687761,,0.1909189,47
Vermont,1978,162.3999939,9.746978,,0.19251083,52.5
Vermont,1979,160.8999939,9.747611,,0.19410276,54.79999924
Vermont,1980,161.6000061,9.722965,,0.19569471,58.90000153
Vermont,1981,163.8000031,9.72744,,0.19110663,61
Vermont,1982,162.3000031,9.723439,,0.18651854,66.80000305
Vermont,1983,153.8000031,9.759017,,0.18193045,77
Vermont,1984,144.3000031,9.80524,26.3,0.17734236,90.59999847
Vermont,1985,144.5,9.848504,26.6,0.17275427,95.5
Vermont,1986,131.1999969,9.907775,27.6,0.16816619,104.9000015
Vermont,1987,128.3000031,9.935688,27.8,0.1635781,113.8000031
Vermont,1988,128.6999969,9.960271,27,0.15899001,123.6999969
Vermont,1989,120.9000015,9.992056,26,0.15440191,129.6999969
Vermont,1990,124.3000031,9.972933,26.1,0.14981383,143.6999969
Vermont,1991,120.9000015,9.9512825,25,,150.1000061
Vermont,1992,126.5,9.976772,23.9,,168
Vermont,1993,117.1999969,9.979687,23.7,,173.8000031
Vermont,1994,120.3000031,9.993938,23.3,,159.6000061
Vermont,1995,123.1999969,10.04172,22.8,,160.1000061
Vermont,1996,102.5,10.0610075,23.3,,196.3999939
Vermont,1997,97.69999695,10.043397,2.5,,201.8999939
Vermont,1998,97,,,,213.8999939
Vermont,1999,94.09999847,,,,233.6999969
Vermont,2000,88.90000153,,,,301.1000061
Virginia,1970,124.3000031,,,0.18942162,28.79999924
Virginia,1971,128.3999939,,,0.18987352,30.20000076
Virginia,1972,137,9.736405,,0.19032541,29.89999962
Virginia,1973,143.1000061,9.781525,,0.19077729,30.10000038
Virginia,1974,149.6000061,9.772517,,0.19122918,31.29999924
Virginia,1975,152.6999969,9.761777,,0.19168107,33.59999847
Virginia,1976,158.1000061,9.799573,,0.19213296,37.90000153
Virginia,1977,157.6999969,9.828063,,0.19258486,38.40000153
Virginia,1978,155.8999939,9.868163,,0.19303674,42.79999924
Virginia,1979,151.8000031,9.870887,,0.19348863,45.79999924
Virginia,1980,148.8999939,9.866592,,0.19394052,48.5
Virginia,1981,149.8999939,9.86719,,0.18980613,51.79999924
Virginia,1982,147.3999939,9.870553,,0.18567173,56.40000153
Virginia,1983,144.6999969,9.907087,,0.18153733,68.80000305
Virginia,1984,136.8000031,9.955709,22.4,0.17740294,76
Virginia,1985,134.6000061,9.98497,22.4,0.17326856,83.59999847
Virginia,1986,135.8000031,10.031905,23.4,0.16913415,91.30000305
Virginia,1987,133,10.054426,23.5,0.16499975,94.59999847
Virginia,1988,129.5,10.078459,23.3,0.16086537,102.0999985
Virginia,1989,122.5,10.097958,23.6,0.15673098,109.4000015
Virginia,1990,118.9000015,10.086529,24,0.15259658,128.6000061
Virginia,1991,109.0999985,10.071378,23,,136.5
Virginia,1992,108.1999969,10.080651,22.5,,157.8999939
Virginia,1993,105.4000015,10.082791,22.2,,165.6999969
Virginia,1994,106.1999969,10.106278,21.7,,156.5
Virginia,1995,106.6999969,10.156244,20.7,,157.5
Virginia,1996,104.5999985,10.171831,20.6,,159.6000061
Virginia,1997,108,10.170565,20.5,,159.6000061
Virginia,1998,105.5999985,,,,162.1999969
Virginia,1999,102.0999985,,,,183.6999969
Virginia,2000,96.69999695,,,,252.8000031
West Virginia,1970,114.5,,,0.17259175,33.70000076
West Virginia,1971,111.5,,,0.17312744,41.59999847
West Virginia,1972,117.5,9.542988,,0.17366314,41.29999924
West Virginia,1973,116.5999985,9.569655,,0.17419884,39.90000153
West Virginia,1974,119.9000015,9.565596,,0.17473453,42
West Virginia,1975,123.1999969,9.585304,,0.17527023,45.20000076
West Virginia,1976,129.6999969,9.626164,,0.17580593,48.40000153
West Virginia,1977,133.8999939,9.658364,,0.17634162,48.90000153
West Virginia,1978,131.6000061,9.687846,,0.17687732,53.90000153
West Virginia,1979,122.0999985,9.6838665,,0.17741302,62.40000153
West Virginia,1980,122.3000031,9.652032,,0.17794871,64.30000305
West Virginia,1981,120.5,9.629269,,0.17466916,66.19999695
West Virginia,1982,119.8000031,9.626738,,0.17138961,75.09999847
West Virginia,1983,115.6999969,9.612957,,0.16811006,88.19999695
West Virginia,1984,111.9000015,9.640779,19.7,0.1648305,97.19999695
West Virginia,1985,109.0999985,9.651716,19.7,0.16155097,103.1999969
West Virginia,1986,112.0999985,9.688001,19.6,0.15827142,104.0999985
West Virginia,1987,107.5,9.683081,19.9,0.15499187,112.8000031
West Virginia,1988,109.0999985,9.708301,20.1,0.15171231,122.1999969
West Virginia,1989,104,9.724772,20.2,0.14843276,131.1999969
West Virginia,1990,104.0999985,9.748378,21.7,0.14515321,142.8999939
West Virginia,1991,100.0999985,9.757508,21.5,,144.1000061
West Virginia,1992,97.90000153,9.784765,21,,158.1999969
West Virginia,1993,111,9.794651,21.6,,166.1999969
West Virginia,1994,104.1999969,9.830106,21.5,,150.1000061
West Virginia,1995,115.1999969,9.83427,20.9,,156.8000031
West Virginia,1996,112.6999969,9.845186,21,,157.3000031
West Virginia,1997,114.5,9.837127,21,,160.8999939
West Virginia,1998,114.5999985,,,,171.1000061
West Virginia,1999,112.4000015,,,,192.3999939
West Virginia,2000,107.9000015,,,,253.6999969
Wisconsin,1970,106.4000015,,,0.174287,38.5
Wisconsin,1971,105.4000015,,,0.17634407,40.20000076
Wisconsin,1972,108.8000031,9.749259,,0.17840113,40.29999924
Wisconsin,1973,109.5,9.797751,,0.18045819,42.59999847
Wisconsin,1974,111.8000031,9.782349,,0.18251525,43.90000153
Wisconsin,1975,113.5,9.766184,,0.18457231,46.59999847
Wisconsin,1976,115.4000015,9.807609,,0.18662938,51.29999924
Wisconsin,1977,117.1999969,9.852298,,0.18868645,52.09999847
Wisconsin,1978,116.6999969,9.88982,,0.1907435,57.09999847
Wisconsin,1979,117.0999985,9.892312,,0.19280057,58.70000076
Wisconsin,1980,117.5999985,9.855584,,0.19485763,61.20000076
Wisconsin,1981,119.9000015,9.834293,,0.18977982,64.90000153
Wisconsin,1982,115.5999985,9.821299,,0.18470201,75
Wisconsin,1983,106.3000031,9.83835,,0.1796242,92
Wisconsin,1984,105.5999985,9.881549,32.9,0.17454639,100.8000031
Wisconsin,1985,107,9.894386,32.1,0.16946858,106.8000031
Wisconsin,1986,105.4000015,9.932973,32.7,0.16439077,110.8000031
Wisconsin,1987,106,9.941294,31.5,0.15931296,116.3000031
Wisconsin,1988,102.5999985,9.947214,31,0.15423515,128.6000061
Wisconsin,1989,100.3000031,9.965262,30.2,0.14915735,138.3000031
Wisconsin,1990,94,9.9693365,30.5,0.14407954,151.1000061
Wisconsin,1991,95.5,9.960521,29,,158.6000061
Wisconsin,1992,96.19999695,9.99266,28.1,,176.5
Wisconsin,1993,91.19999695,9.999533,28.3,,195.5
Wisconsin,1994,91.80000305,10.031682,28.3,,178.6000061
Wisconsin,1995,93.5,10.07112,28,,188
Wisconsin,1996,92.09999847,10.090001,27.6,,200.5
Wisconsin,1997,91.90000153,10.093844,28.6,,200.6999969
Wisconsin,1998,88.69999695,,,,210.8000031
Wisconsin,1999,84.40000153,,,,243.5
Wisconsin,2000,80.09999847,,,,312.7999878
Wyoming,1970,132.1999969,,,0.1746988,34.09999847
Wyoming,1971,131.6999969,,,0.17722893,34.40000153
Wyoming,1972,140,9.76671,,0.17975904,34.40000153
Wyoming,1973,141.1999969,9.843485,,0.18228915,34.40000153
Wyoming,1974,145.8000031,9.85929,,0.18481928,35.79999924
Wyoming,1975,160.6999969,9.8481045,,0.18734941,38.59999847
Wyoming,1976,161.5,9.871498,,0.18987952,42.59999847
Wyoming,1977,160.3999939,9.923921,,0.19240963,43.40000153
Wyoming,1978,160.3000031,10.003533,,0.19493976,49.79999924
Wyoming,1979,168.6000061,10.016736,,0.19746989,51.70000076
Wyoming,1980,158.1000061,10.013955,,0.2,55.29999924
Wyoming,1981,163.1000061,9.99972,,0.19355176,55.90000153
Wyoming,1982,157.6999969,9.945314,,0.18710352,64.30000305
Wyoming,1983,141.1999969,9.884188,,0.18065529,71
Wyoming,1984,128.8999939,9.884352,26.3,0.17420705,81.69999695
Wyoming,1985,125.6999969,9.910659,26,0.16775882,87.40000153
Wyoming,1986,124.8000031,9.874267,24.5,0.16131058,97.80000305
Wyoming,1987,110.4000015,9.8398485,24.5,0.15486234,102.6999969
Wyoming,1988,114.3000031,9.870647,23.6,0.1484141,112.9000015
Wyoming,1989,111.4000015,9.892477,23,0.14196587,118.5999985
Wyoming,1990,96.90000153,9.939313,25.1,0.13551763,129.5
Wyoming,1991,109.0999985,9.978408,24.7,,136
Wyoming,1992,110.8000031,9.979329,24.7,,155.1000061
Wyoming,1993,108.4000015,9.995123,24.3,,166.8999939
Wyoming,1994,111.1999969,10.003807,25,,147.3999939
Wyoming,1995,115,10.009491,23.6,,153
Wyoming,1996,110.3000031,10.016768,24.6,,162.5
Wyoming,1997,108.8000031,10.025613,24.6,,164.1000061
Wyoming,1998,102.9000015,,,,168.8000031
Wyoming,1999,104.8000031,,,,189.6000061
Wyoming,2000,90.5,,,,267.1000061
